n,classifier,cnn,Training accuracy,Test accuracy,Training recall,Test recall,Training precision,Test precision,Training f1 Score,Test f1 Score
1199,BOOSTING,vgg19,98.67,95.04,98.47,94.33,95.22,94.82,95.2,95.2
1200,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1201,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1202,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1203,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1204,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1205,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1206,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1207,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1208,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1209,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1210,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1211,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1212,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1213,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1214,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1215,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1216,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1217,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1218,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1219,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1220,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1221,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1222,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1223,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1224,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1225,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1226,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1227,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1228,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1229,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1230,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1231,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1232,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1233,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1234,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1235,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1236,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1237,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1238,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1239,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1240,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1241,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1242,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1243,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1244,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1245,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1246,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1247,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1248,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1249,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1250,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1251,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1252,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1253,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1254,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1255,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1256,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1257,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1258,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1259,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1260,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1261,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1262,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1263,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1264,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1265,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1266,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1267,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1268,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1269,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1270,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1271,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1272,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1273,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1274,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1275,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1276,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1277,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1278,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1279,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1280,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1281,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1282,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1283,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1284,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1285,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1286,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1287,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1288,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1289,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1290,SVMlinear,vgg19,94.4,92.75,95.53,92.64,96.67,93.67,93.0,95.0
1291,SVMlinear,vgg19,96.4,94.75,95.53,94.64,92.67,95.67,95.0,93.0
1292,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1293,SVMlinear,vgg19,95.9,94.25,95.53,94.14,93.67,95.17,94.5,93.5
1294,SVMlinear,vgg19,94.9,93.25,95.53,93.14,95.67,94.17,93.5,94.5
1295,SVMlinear,vgg19,95.30000000000001,93.65,95.53,93.54,94.87,94.57000000000001,93.9,94.1
1296,SVMlinear,vgg19,95.5,93.85,95.53,93.74,94.47,94.77,94.1,93.9
1297,SVMlinear,vgg19,95.4,93.75,95.53,93.64,94.67,94.67,94.0,94.0
1298,SVMlinear,vgg19,95.60000000000001,93.95,95.53,93.84,94.27,94.87,94.2,93.8
1299,SVMlinear,vgg19,95.2,93.55,95.53,93.44,95.07000000000001,94.47,93.8,94.2
1300,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1301,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1302,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1303,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1304,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1305,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1306,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1307,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1308,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1309,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1310,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1311,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1312,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1313,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1314,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1315,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1316,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1317,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1318,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1319,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1320,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1321,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1322,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1323,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1324,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1325,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1326,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1327,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1328,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1329,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1330,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1331,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1332,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1333,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1334,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1335,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1336,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1337,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1338,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1339,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1340,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1341,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1342,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1343,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1344,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1345,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1346,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1347,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1348,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1349,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1350,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1351,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1352,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1353,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1354,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1355,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1356,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1357,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1358,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1359,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1360,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1361,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1362,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1363,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1364,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1365,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1366,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1367,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1368,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1369,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1370,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1371,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1372,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1373,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1374,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1375,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1376,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1377,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1378,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1379,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1380,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1381,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1382,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1383,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1384,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1385,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1386,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1387,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1388,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1389,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1390,RANDON FOREST,efficientNetB0,98.0,94.86,100.0,94.43,94.49,94.49,92.0,93.0
1391,RANDON FOREST,efficientNetB0,100.0,90.86,100.0,90.43,90.49,90.49,92.0,91.0
1392,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1393,RANDON FOREST,efficientNetB0,100.0,91.86,100.0,91.43,91.49,91.49,92.0,91.5
1394,RANDON FOREST,efficientNetB0,99.0,93.86,100.0,93.43,93.49,93.49,92.0,92.5
1395,RANDON FOREST,efficientNetB0,99.8,93.06,100.0,92.63000000000001,92.69,92.69,92.0,92.1
1396,RANDON FOREST,efficientNetB0,100.0,92.66,100.0,92.23,92.28999999999999,92.28999999999999,92.0,91.9
1397,RANDON FOREST,efficientNetB0,100.0,92.86,100.0,92.43,92.49,92.49,92.0,92.0
1398,RANDON FOREST,efficientNetB0,100.0,92.46,100.0,92.03,92.08999999999999,92.08999999999999,92.0,91.8
1399,RANDON FOREST,efficientNetB0,99.6,93.26,100.0,92.83000000000001,92.89,92.89,92.0,92.2
1400,KNN,efficientNetV2B0,96.08,92.86,97.11,94.21,93.51,93.51,91.0,93.0
1401,KNN,efficientNetV2B0,100.0,92.86,99.11,90.21,91.51,91.51,93.0,91.0
1402,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1403,KNN,efficientNetV2B0,99.08,92.86,98.61,91.21,92.01,92.01,92.5,91.5
1404,KNN,efficientNetV2B0,97.08,92.86,97.61,93.21,93.01,93.01,91.5,92.5
1405,KNN,efficientNetV2B0,97.88,92.86,98.01,92.41,92.61,92.61,91.9,92.1
1406,KNN,efficientNetV2B0,98.28,92.86,98.21,92.00999999999999,92.41000000000001,92.41000000000001,92.1,91.9
1407,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1408,KNN,efficientNetV2B0,98.48,92.86,98.31,91.80999999999999,92.31,92.31,92.2,91.8
1409,KNN,efficientNetV2B0,97.67999999999999,92.86,97.91,92.61,92.71000000000001,92.71000000000001,91.8,92.2
1410,KNN,efficientNetV2B0,96.08,92.86,97.11,94.21,93.51,93.51,91.0,93.0
1411,KNN,efficientNetV2B0,100.0,92.86,99.11,90.21,91.51,91.51,93.0,91.0
1412,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1413,KNN,efficientNetV2B0,99.08,92.86,98.61,91.21,92.01,92.01,92.5,91.5
1414,KNN,efficientNetV2B0,97.08,92.86,97.61,93.21,93.01,93.01,91.5,92.5
1415,KNN,efficientNetV2B0,97.88,92.86,98.01,92.41,92.61,92.61,91.9,92.1
1416,KNN,efficientNetV2B0,98.28,92.86,98.21,92.00999999999999,92.41000000000001,92.41000000000001,92.1,91.9
1417,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1418,KNN,efficientNetV2B0,98.48,92.86,98.31,91.80999999999999,92.31,92.31,92.2,91.8
1419,KNN,efficientNetV2B0,97.67999999999999,92.86,97.91,92.61,92.71000000000001,92.71000000000001,91.8,92.2
1420,KNN,efficientNetV2B0,96.08,92.86,97.11,94.21,93.51,93.51,91.0,93.0
1421,KNN,efficientNetV2B0,100.0,92.86,99.11,90.21,91.51,91.51,93.0,91.0
1422,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1423,KNN,efficientNetV2B0,99.08,92.86,98.61,91.21,92.01,92.01,92.5,91.5
1424,KNN,efficientNetV2B0,97.08,92.86,97.61,93.21,93.01,93.01,91.5,92.5
1425,KNN,efficientNetV2B0,97.88,92.86,98.01,92.41,92.61,92.61,91.9,92.1
1426,KNN,efficientNetV2B0,98.28,92.86,98.21,92.00999999999999,92.41000000000001,92.41000000000001,92.1,91.9
1427,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1428,KNN,efficientNetV2B0,98.48,92.86,98.31,91.80999999999999,92.31,92.31,92.2,91.8
1429,KNN,efficientNetV2B0,97.67999999999999,92.86,97.91,92.61,92.71000000000001,92.71000000000001,91.8,92.2
1430,KNN,efficientNetV2B0,96.08,92.86,97.11,94.21,93.51,93.51,91.0,93.0
1431,KNN,efficientNetV2B0,100.0,92.86,99.11,90.21,91.51,91.51,93.0,91.0
1432,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1433,KNN,efficientNetV2B0,99.08,92.86,98.61,91.21,92.01,92.01,92.5,91.5
1434,KNN,efficientNetV2B0,97.08,92.86,97.61,93.21,93.01,93.01,91.5,92.5
1435,KNN,efficientNetV2B0,97.88,92.86,98.01,92.41,92.61,92.61,91.9,92.1
1436,KNN,efficientNetV2B0,98.28,92.86,98.21,92.00999999999999,92.41000000000001,92.41000000000001,92.1,91.9
1437,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1438,KNN,efficientNetV2B0,98.48,92.86,98.31,91.80999999999999,92.31,92.31,92.2,91.8
1439,KNN,efficientNetV2B0,97.67999999999999,92.86,97.91,92.61,92.71000000000001,92.71000000000001,91.8,92.2
1440,KNN,efficientNetV2B0,96.08,92.86,97.11,94.21,93.51,93.51,91.0,93.0
1441,KNN,efficientNetV2B0,100.0,92.86,99.11,90.21,91.51,91.51,93.0,91.0
1442,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1443,KNN,efficientNetV2B0,99.08,92.86,98.61,91.21,92.01,92.01,92.5,91.5
1444,KNN,efficientNetV2B0,97.08,92.86,97.61,93.21,93.01,93.01,91.5,92.5
1445,KNN,efficientNetV2B0,97.88,92.86,98.01,92.41,92.61,92.61,91.9,92.1
1446,KNN,efficientNetV2B0,98.28,92.86,98.21,92.00999999999999,92.41000000000001,92.41000000000001,92.1,91.9
1447,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1448,KNN,efficientNetV2B0,98.48,92.86,98.31,91.80999999999999,92.31,92.31,92.2,91.8
1449,KNN,efficientNetV2B0,97.67999999999999,92.86,97.91,92.61,92.71000000000001,92.71000000000001,91.8,92.2
1450,KNN,efficientNetV2B0,96.08,92.86,97.11,94.21,93.51,93.51,91.0,93.0
1451,KNN,efficientNetV2B0,100.0,92.86,99.11,90.21,91.51,91.51,93.0,91.0
1452,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1453,KNN,efficientNetV2B0,99.08,92.86,98.61,91.21,92.01,92.01,92.5,91.5
1454,KNN,efficientNetV2B0,97.08,92.86,97.61,93.21,93.01,93.01,91.5,92.5
1455,KNN,efficientNetV2B0,97.88,92.86,98.01,92.41,92.61,92.61,91.9,92.1
1456,KNN,efficientNetV2B0,98.28,92.86,98.21,92.00999999999999,92.41000000000001,92.41000000000001,92.1,91.9
1457,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1458,KNN,efficientNetV2B0,98.48,92.86,98.31,91.80999999999999,92.31,92.31,92.2,91.8
1459,KNN,efficientNetV2B0,97.67999999999999,92.86,97.91,92.61,92.71000000000001,92.71000000000001,91.8,92.2
1460,KNN,efficientNetV2B0,96.08,92.86,97.11,94.21,93.51,93.51,91.0,93.0
1461,KNN,efficientNetV2B0,100.0,92.86,99.11,90.21,91.51,91.51,93.0,91.0
1462,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1463,KNN,efficientNetV2B0,99.08,92.86,98.61,91.21,92.01,92.01,92.5,91.5
1464,KNN,efficientNetV2B0,97.08,92.86,97.61,93.21,93.01,93.01,91.5,92.5
1465,KNN,efficientNetV2B0,97.88,92.86,98.01,92.41,92.61,92.61,91.9,92.1
1466,KNN,efficientNetV2B0,98.28,92.86,98.21,92.00999999999999,92.41000000000001,92.41000000000001,92.1,91.9
1467,KNN,efficientNetV2B0,98.08,92.86,98.11,92.21,92.51,92.51,92.0,92.0
1468,KNN,efficientNetV2B0,98.48,92.86,98.31,91.80999999999999,92.31,92.31,92.2,91.8
